Job_offer,Label
"La Risorsa Umana.it srl, divisione RECRUITMENT, Per azienda del settore metalmeccanico cerchiamo PROGRAMMATORE TORNI MAZAKLa figura ricercata dovrà svolgere le seguenti attività:-programmazione, attrezzaggio Torni Mazak 3 assi-gestione reparto-controllo qualità-gestione di un parco di 11 macchine CNC Mazak Multiplex con linee munite di robot che interfacciano tra loro tramite programmazioneIl candidato ideale dovrà avere le seguenti caratteristiche:-pluriennale esperienza-ottima conoscenza del disegno meccanico e degli strumenti di misura-ottime doti di leadershipLuogo di lavoro: Casalgrande (RE) Clicca sul link sottostante ""sito web"" per inviarci la tua candidatura.",Programmer
"Atempo Spa , Agenzia Per il Lavoro - filiale di Brescia ricerca un/a PROGRAMMATORE JUNIOR da inserire in un azienda di consulenza finanziaria. Requisiti:formazione in ambito tecnico informatico,passione per il mondo digitale,disponibilità e flessibilità. Inserimento in tirocinio scopo assunzione.Orario di lavoro: Full TimeZona di lavoro : Brescia Il presente annuncio è rivolto a candidati di entrambi sessi ai sensi dell'art 27, D.Lgs 198/2006.Il candidato deve prendere visione dell'informativa ai sensi del Regolamento (UE) 2016/679 del 27 aprile 2016 il sito www.atempospa.it.Autorizzazione ministeriale del 26/11/2004 prot. 1097-SG",Programmer
"Azienda con sede in Napoli, ricerca figure in ambito Back-end-developer, con possibilità di Smart Working;Conoscenze:java;Esperienza in microservizi;spring boot;Apache Kafka;Jira;Git;Richieste, a completamento della figura, conoscenze Metodologia Agile e della lingua Inglese.Seniority Level: Junior/middle/seniorContratto di lavoro: Tempo pieno",Programmer
"Coinvolta nell'intero ciclo di vita del progetto, dalla fase di specifica al test e alla convalida della piattaforma Hardware/Software, la risorsa si occuperà di:

   o Sviluppo firmware

   o Selezione della struttura ottimale (sistema operativo, driver, compiti) in termini di costi e prestazioni

   o Responsabilità lungo il ciclo di vita del prodotto, dalla raccolta dei requisiti alla progettazione e al test del software

   o Test/verifica software, supportando la validazione del prodotto complessivo sul campo.",Software Engineer
La risorsa si occuperà di progetti di sviluppo software e di trasformazione digitale per prodotti interni e per progetti su commessa.,Web Developer
1 sistemista per l'ampliamento della propria area tecnica della divisione SISTEMI INFORMATICI.,System Analyst
"Job summary Parola chiave: digitalizzazione! Uno dei principali obiettivi di ECTM è rivoluzionare in chiave digitale il mondo dell'edilizia, andando a trasformare uno dei settori meno digitalizzati. Cerchiamo quindi un Programmatore proattivo, entusiasta e dinamico per progettare, sviluppare e gestire innovative architetture web articolate in microservizi. E non è finita qui. Se curiosità e passione per lo sviluppo tecnologico-digitale ti caratterizzano, in qualità di Programmatore potrai metterti alla prova nell'ideazione, nella creazione e nel lancio di soluzioni web innovative, dando vita a una visione inedita e non convenzionale di Rete al servizio dell'Edilizia e del settore ingegneristico. Lavorando in Agile supporterai la tua squadra nelle varie fasi di lavoro, raggiungendo con il team obiettivi a lungo termine. Sarai parte di ECTM e ne condividerai ambizioni e progressi sviluppando nuovi prodotti digitali. Cosa cerchiamo in te? Ecco le principali tecnologie che
   utilizzerai e i requisiti fondamentali per lavorare insieme a noi, senza mai smettere di creare, progettare, divertirti. Angular Laravel PHP Microservizi Mysql  Nice to have: docker, Redux, react.Credere nelle tue proposte e nelle tue scelte: ricorda che non lavorerai solo per ECTM ma insieme a ECTM. I progetti ai quali prenderai parte saranno anche frutto delle tue intuizioni. Capacità di proporre e trasmettere al tuo team di lavoro idee, opinioni e soluzioni. Propensione a costruire una visione strategica d'insieme delle varie mansioni che ti verranno assegnate. Capacità di comprendere e condividere con la tua squadra i feedback del responsabile senior e delle varie figure con le quali ti confronterai. È richiesta la presenza su Roma. Valuteremo la possibilità di remote working parziale più avanti, ora abbiamo bisogno di te qui!Team Il tuo team è attualmente composto da 5 programmatori coordinati da un Lead Developer. Ma non lavorerai solo con loro! I
   progetti ai quali prenderai parte infatti ti permetteranno di interfacciarti quotidianamente con Project Manager, Ingegneri, Architetti, Creativi, Graphic Designer e molti altri professionisti; una realtà multidisciplinare che ti consentirà di sviluppare nuove skill e preziose abilità trasversali. Cosa ti offriamo Azienda altamente tecnologica e quasi del tutto paperless; contratto a tempo indeterminato; 14 mensilità (CCNL studi professionali); pacchetto di Welfare Aziendale volto a fornire al nostro team servizi, agevolazioni e iniziative che migliorino sensibilmente la vita in azienda; buoni pasto giornalieri da 8 €; flessibilità oraria; formazione continua; organizzazione orizzontale e trasversale di ruoli e competenze; ufficio in zona centrale, ben collegato con metropolitana e autobus; RAL prevista: in base alla seniority, dai 25k ai 35k. Se quel che hai letto fin qui ti ha incuriosito; se passione, condivisione e lavoro di squadra sono per
   te, come per noi, valori fondamentali, inviaci subito la tua candidatura. Entrando a far parte del team di ECTM conoscerai una realtà inclusiva e sinergica, volta all'interazione, alla crescita e all'innovazione.",Web Developer
"Sviluppo webapp in C#, Java e Go (backend)

   - Sviluppo webapp in HTML/CSS, Javascript, React.js, Vue.js (front-end)

   - Sviluppo interfacce tra la nostra soluzione sistemi terzi (ERP, MES, WMS)

   - Utilizzo di un approccio Test Driven,(TDD) quindi in generale lo sviluppo di Unit Test

   - Stesura delle specifiche funzionali e di dettaglio

   - Supporto ai test automatici (BDD)

   - Test congiunti con tecnici di terze parti (es. per le interfacce)",Web Developer
"siamo attualmente alla ricerca di un/una Senior Java Developer Il profilo ricercato parteciperà a tutte le fasi del ciclo di vita del software (analisi tecnica, disegno, sviluppo, testing, deployment), oltre che alla realizzazione di code review COMPETENZE NECESSARIEConoscenza approfondita di Java Enterprise Edition (ver. 8+)DevOpsToolchain (Gitlab e Jenkins)Esperienza in metodologie Agile (Scrum)Esperienza nel design e implementazione di API RESTBuona conoscenza della lingua inglese Completano il profilo: buone capacità di adattamento, di lavoro in team, autonomia e flessibilità operativa. Sede di lavoro: Roma (Smart Working) La ricerca si rivolge a candidature di entrambi i sessi ai sensi della L. 903/77.",Java Developer
"job description: AxL Spa, Business Unit di Firenze, seleziona per azienda cliente del settore IT, un WEB DEVELOPER., La risorsa verrà inserita in un ambiente innovativo e all'interno di team Agile, occupandosi specificamente di sviluppo applicazioni Web/Mobile per primarie aziende nell'ambito della moda/lusso.",Web Developer
"UNIKEY è il luogo in cui specialisti qualificati creano e gestiscono soluzioni software in ambito Enterprise. Realtà specializzata nellâ€ individuazione delle migliori risorse, per un lavoro in team sinergico, efficace e puntuale. Unikey ha una rigorosa formazione interna, mediante la quale forma i propri sviluppatori e li rende sempre efficaci nella loro azione quotidiana, presso la propria FACTORY di sviluppo o dal cliente. La factory di Unikey lavora con le più moderne metodologie di gestione dei progetti. Per la nostra FACTORY su Roma ricerchiamo: Analista-Sviluppatore JAVA Full Stack Senior/ Architect Se hai maturato almeno sei anni di esperienza nello sviluppo di soluzioni innovative e hai già sviluppato competenze anche in ambito architetturale, unisciti a noi! Lavorando nella nostra FACTORY interna, potrai essere responsabile non solo della gestione tecnologia del progetto, ma anche dellâ€ organizzazione di un gruppo di lavoro fortemente in
   espansione e della relazione con i principali stakholders. Avrai inoltre la possibilità di offrire un contributo attivo, se vorrai, allâ€ interno della nostra UNIKEY ACADEMY. Perché dovremmo scegliere te? Perché hai una mentalità dinamica, proattiva e desideri lavorare in un ambiente sereno, efficiente e in piena evoluzione. Competenze richieste: - JAVA 8+ - moduli Spring - Angular/React - Architetture a Microservizi - Conoscenza dei Design Pattern - DDD/CQS/CQRS/Event Sourcing - Cloud Docker/Kubernetes - GIT/ GIT-FLOW - DBMS Sia relazionali che NoSQL - Web Services Soap/Rest Eâ€  gradita la conoscenza di Message Broker (es. Kafka, RabbitMQ,etc) Zona di lavoro: Roma/Eur Si prevede lâ€ assunzione con Unikey con contratto di lavoro a tempo indeterminato. Si sottolinea che il livello retributivo sarà oggetto di valutazione in relazione alle caratteristiche e alle esperienze professionali specifiche maturate da ciascuno dei candidati.
   Candidati e condividi con noi la tua competenza!, UNIKEY è il luogo in cui specialisti qualificati creano e gestiscono soluzioni software in ambito Enterprise. Realtà specializzata nellâ€â,,¢individuazione delle migliori risorse, per un lavoro in team sinergico, efficace e puntuale. UNIKEY ha una rigorosa FORMAZIONE interna, mediante la quale forma i propri sviluppatori e li rende sempre efficaci nella loro azione quotidiana, presso la propria FACTORY di sviluppo o dal cliente. La FACTORY di UNIKEY lavora con le più moderne metodologie di gestione dei progetti. Per la nostra FACTORY su ROMA ricerchiamo: Analista-Sviluppatore JAVA Full Stack Senior/ Architect Se hai maturato almeno sei anni di esperienza nello sviluppo di soluzioni innovative e hai già sviluppato competenze anche in ambito architetturale, unisciti a noi! Lavorando nella nostra FACTORY interna, potrai essere responsabile non solo della gestione tecnologia del progetto, ma anche dellâ€â,,¢organizzazione di un gruppo di lavoro fortemente
   in espansione e della relazione con i principali stakholders. Avrai inoltre la possibilità di offrire un contributo attivo, se vorrai, allâ€â,,¢interno della nostra UNIKEY ACADEMY. Perché dovremmo scegliere te? Perché hai una mentalità dinamica, proattiva e desideri lavorare in un ambiente sereno, efficiente e in piena evoluzione. Competenze richieste: - JAVA 8+ - moduli Spring - Angular/React - Architetture a Microservizi - Conoscenza dei Design Pattern - DDD/CQS/CQRS/Event Sourcing - Cloud Docker/Kubernetes - GIT/ GIT-FLOW - DBMS Sia relazionali che NoSQL - Web Services Soap/Rest Eâ€â,,¢ gradita la conoscenza di Message Broker (es. Kafka, RabbitMQ,etc) Zona di lavoro: Roma/Eur Si prevede lâ€â,,¢assunzione con Unikey con contratto di lavoro a tempo indeterminato. Si sottolinea che il livello retributivo sarà oggetto di valutazione in relazione alle caratteristiche e alle esperienze professionali specifiche maturate da ciascuno dei, DIGITAL AGE SRL ricerca un Java Developer da inserire in un team di sviluppo di un suo Cliente, fornitore di soluzioni software. Il lavoro può essere svolto da remoto, si richiede una comunicazione costante con gli altri componenti dello staff e il rispettato delle scadenze e dei rilasci che saranno stabiliti. Requisiti fondamentali: â€¢ Esperienza minima di 2 anni come sviluppatore back end â€¢ Conoscenza della programmazione ad oggetti â€¢ Realizzazione di web application JAVA 8 o successivo (preferibile v. 11) â€¢ Utilizzo dei proncipale framework Spring e Hibernate â€¢ Conoscenza dei linguaggi per il web JavaScript, CSS, HTML, Bootstrap, etc. â€¢ Strumenti di SCM, in particolare Git â€¢ Conoscenza delle base dati e SQL standard â€¢ Esperienza con i test automatizzati in Java(Junit) â€¢ Duttilità nel passare rapidamente tra differenti tasks e contesti di progetto â€¢ Duttilità nellâ€(TM)utilizzo e nella redazione della documentazione tecnica in",Java Developer
"coordinerai le figure più junior. Ti unirai ad una community attiva in oltre 20 paesi, che collabora quotidianamente per fornire le migliori soluzioni ai nostri clienti. Avanade è stata nominata, per 14 volte negli ultimi 20 anni, Global Microsoft Partner of the Year; unisciti a noi per il tuo prossimo passo di carriera! Le tue competenze: * Possiedi un'esperienza di almeno 4 anni sulla piattaforma Microsoft in ambito Productivity; hai maturato esperienze tecniche su uno o più prodotti come Exchange Server, Microsoft Sharepoint, Microsoft Teams / Skype For Business, con un focus particolare sui servizi online della piattaforma Microsoft 365. * Hai avuto esperienze nell'utilizzo di tecnologie per la gestione delle identità digitali su cloud e la gestione dell'autenticazione, come per esempio AzureAD, ADConnect e ADFS. * Hai familiarità con ambienti Ibridi, scenari di migrazione complessi e sistemi antispam/antivirus. * Hai conoscenze delle tecnologie Core Microsoft
   (Active Directory, DNS, DHCP e principali protocolli di rete). * Hai esperienze di automazione anche basiche con script PowerShell. * Hai capacità nel raccogliere i requisiti, distribuire soluzioni e supportare il deployment per soddisfare le esigenze dei clienti Enterprise. Per noi costituirà un plus: Il conseguimento di almeno una tra le seguenti certificazioni: ""Microsoft 365 Certified: Messaging Administrator Associate"" e/o ""Microsoft 365 Certified: Teams Administrator Associate"" e/o ""Microsoft 365 Certified: Enterprise Administrator Expert"". Cosa ti offriamo: In Avanade troverai un'azienda meritocratica che investe sulla crescita delle persone attraverso percorsi di studio mirati e che prevedono una continua formazione - grazie alle partnership privilegiate con Microsoft e con alcuni dei più importanti player del settore e il conseguimento di numerose certificazioni. Il nostro [1] ambiente di lavoro è aperto e inclusivo, potrai quindi esprimere le
   tue idee e lavorare a progetti innovativi attraverso l'ultima tecnologia disponibile sul mercato, confrontarti con migliaia di consulenti in Italia e nel mondo. Inoltre, potrai godere di programmi di flexible e smart-working e di benefit personalizzati in base alle tue esigenze professionali e individuali, che comprendono agevolazioni, servizi e piani di corporate Well-Being. Pensi che sia l'opportunità che fa per te? Come and join us! References Visible links 1. https://www.avanade.com/it-it/career/life-at-avanade

   Employment Transparency Avanade® Is An Equal Opportunity Employer. Avanade prohibits discrimination and harassment against any employee or applicant for employment because of race, color, age, religion, sex, national origin, gender identity or expression, sexual orientation, disability, veteran, military or marital status, genetic information or any other protected status.

   The EEO is the Law poster is available here

   and poster supplement is available here

   The Pay Transparency Policy is available here

   Avanade is committed to working with and providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation due to a disability for any part of the employment process, please send an e-mail to Avanade at careers@avanade.com or call (206) 239-5610 and let us know the nature of your request and your contact information.

   By using this site, you agree that we can place Cookies on your device. See our Job Applicant Data Privacy Statement and Cookies statement.",Software Engineer
"La figura ricercata, inserita nel team di sviluppo software, si occuperà di Sviluppare, Manutenere ed estendere, in collaborazione con il project manager, la suite software legacy del Gruppo. Si occuperà inoltre di redigere la documentazione tecnica a corredo delle applicazioni sviluppate ed interagirà col team funzionale per supportarli nella definizione e stesura delle specifiche di test.",Software Engineer
"Tekna S.r.l. ricerca giovani laureati/neolaureati/laureandi in Informatica/Ingegneria/Matematica per uno stage formativo personalizzato in ""ORACLE & BUSINESS INTELLIGENCE"" da inserire nel proprio organico al termine dello stage.",Java Developer
"Dopo un iniziale periodo di formazione la risorsa andrà a gestire le seguenti attività:
   - Sviluppo di progetti speciali;
   - Sviluppo di progetti ordinari;
   - Installazione e collaudo.",Software Engineer
PROGRAMMATORE SOFTWARE ORIENTATO AL WEB,Programmer
Per aziende clienti operanti nel settore automazione industriale e macchinari/impianti industriali. Indispensabile conoscenza programmazione PLC Siemens e disponibilità a trasferte.,Programmer
"tecnologie di database quali MS SQLServer e PostgreSQLConoscenza sistemi di gestione del codice sorgente: GITBuild tools: MavenContinuos integration tool: Team CityCompletano il profilo:Conoscenza metodologia Agile/ScrumBuona conoscenza della lingua IngleseCapacità di analisi e di problem solvingCapacità di lavorare in teamOffriamo:Lavoro full timeSede di lavoro: La SpeziaFormazione e certificazioniPossibilità di crescita professionaleContratto a tempo indeterminatoL'inquadramento contrattuale verrà valutato sulla base dell'effettiva esperienza maturata.Per candidarsi all'offerta invitiamo gli interessati ambosessi (L.903/77) e le persone appartanenti alle categorie protette (L. 68/99) ad inviare il proprio CV, specificando il consenso al trattamento dei dati personali, nel rispetto dei principi di protezione stabiliti dal Regolamento GDPR 2016/679.",Java Developer
"Job summary Parola chiave: digitalizzazione! Uno dei principali obiettivi di ECTM è rivoluzionare in chiave digitale il mondo dell'edilizia, andando a trasformare uno dei settori meno digitalizzati. Cerchiamo quindi un Programmatore proattivo, entusiasta e dinamico per progettare, sviluppare e gestire innovative architetture web articolate in microservizi. E non è finita qui. Se curiosità e passione per lo sviluppo tecnologico-digitale ti caratterizzano, in qualità di Programmatore potrai metterti alla prova nell'ideazione, nella creazione e nel lancio di soluzioni web innovative, dando vita a una visione inedita e non convenzionale di Rete al servizio dell'Edilizia e del settore ingegneristico. Lavorando in Agile supporterai la tua squadra nelle varie fasi di lavoro, raggiungendo con il team obiettivi a lungo termine. Sarai parte di ECTM e ne condividerai ambizioni e progressi sviluppando nuovi prodotti digitali. Cosa cerchiamo in te? Ecco le principali tecnologie che
   utilizzerai e i requisiti fondamentali per lavorare insieme a noi, senza mai smettere di creare, progettare, divertirti. Angular Laravel PHP Microservizi Mysql  Nice to have: docker, Redux, react.Credere nelle tue proposte e nelle tue scelte: ricorda che non lavorerai solo per ECTM ma insieme a ECTM. I progetti ai quali prenderai parte saranno anche frutto delle tue intuizioni. Capacità di proporre e trasmettere al tuo team di lavoro idee, opinioni e soluzioni. Propensione a costruire una visione strategica d'insieme delle varie mansioni che ti verranno assegnate. Capacità di comprendere e condividere con la tua squadra i feedback del responsabile senior e delle varie figure con le quali ti confronterai. È richiesta la presenza su Roma. Valuteremo la possibilità di remote working parziale più avanti, ora abbiamo bisogno di te qui!Team Il tuo team è attualmente composto da 5 programmatori coordinati da un Lead Developer. Ma non lavorerai solo con loro! I
   progetti ai quali prenderai parte infatti ti permetteranno di interfacciarti quotidianamente con Project Manager, Ingegneri, Architetti, Creativi, Graphic Designer e molti altri professionisti; una realtà multidisciplinare che ti consentirà di sviluppare nuove skill e preziose abilità trasversali. Cosa ti offriamo Azienda altamente tecnologica e quasi del tutto paperless; contratto a tempo indeterminato; 14 mensilità (CCNL studi professionali); pacchetto di Welfare Aziendale volto a fornire al nostro team servizi, agevolazioni e iniziative che migliorino sensibilmente la vita in azienda; buoni pasto giornalieri da 8 €; flessibilità oraria; formazione continua; organizzazione orizzontale e trasversale di ruoli e competenze; ufficio in zona centrale, ben collegato con metropolitana e autobus; RAL prevista: in base alla seniority, dai 25k ai 35k. Se quel che hai letto fin qui ti ha incuriosito; se passione, condivisione e lavoro di squadra sono per
   te, come per noi, valori fondamentali, inviaci subito la tua candidatura. Entrando a far parte del team di ECTM conoscerai una realtà inclusiva e sinergica, volta all'interazione, alla crescita e all'innovazione.",Web Developer
"Aryon Solutions cerca con urgenza un Analista - Programmatore con almeno 3 anni di esperienza per la propria sede di Milano da inserire in un progetto per un importante cliente., L'azienda è in grado di proporre un pacchetto retributivo commisurato alle effettive esperienze e competenze del candidato capace di soddisfare le migliori candidature, inclusivo di premio di produzione incentivante e servizi di Welfare aziendale.",Web Developer
Siamo alla ricerca di più risorse che ricoprano la posizione di Sviluppatori Java backend.,Java Developer
programmatore pc .,Programmer
"FULL STACK WEB DEVELOPER

   La risorsa sarà inserita all'interno di un team dinamico e stimolante, e seguirà principalmente le attività relative a:
     * Sviluppo dell'integrazione tra WMS e CMS;
     * Sviluppo e mantenimento delle API RESTful sviluppate per il WMS;
     * Supporto ai clienti per l'integrazione via nostre API (RESTful) tra nostro WMS (StockSystem by Replica Sistemi) e varie piattaforme CMS e-commerce;
     * Partecipazione attiva ai progetti software in uso dall'azienda e all'ideazione di nuove features (nella quasi interezza sviluppate per lavorare in simbiosi o in comunicazione con il WMS)
     * Sviluppo occasionale di siti e-commerce e non. La maggior parte basata su Wordpress ma il candidato, se con esperienza su altri CMS, potrà valutare di utilizzarne altri;
     * Collaborazione con i vari dipartimenti dell'azienda per analisi e supporto.",Web Developer
La risorsa lavorerà in un team di progetto lato tecnico per lo sviluppo e l'implementazione di soluzioni Microsoft.,Programmer
"Definizione delle specifiche e dei requisiti che il prodotto deve assicurare in accordo con gli uffici Sicurezza ed Architetture.

   - Definizione e disegno delle architetture di Deploy e Automation.

   - Supporto attività di troubleshooting specialistico sul prodotto a fronte di incident e problemi che possono occorrere nelle fasi di migrazione.",System Analyst
"Per attività presso una società di Milano, solida realtà nel settore Industria 4.0, vorremmo incontrare giovani di talento, interessati a mansioni da Java Back End Developer.

   Le risorse selezionate, collocate nel team di sviluppo del cliente, si occuperanno del design e dell'implementazione di servizi web e di applicazioni, usate in ambito IoT. Dovranno curare in particolare una continua ottimizzazione delle prestazioni e della scalabilità del sistema.",Java Developer
"Cerchiamo professionisti motivati, appassionati e con skill di sviluppo multithreading da inserire in un progetto di grande impatto. Focus sulla programmazione OO, dimestichezza col framework .NET arricchiscono il quadro del candidato ricercato, da inserire in un progetto ad elevato livello di complessità, in un team skillato ed affiatato che lavora per uno dei più grandi colossi bancari internazionali. Una conoscenza in ambito front-end, in particolare sul framework Angular, completa lo skillset che cerchiamo. Ti unirai ad un gruppo di lavoro eterogeneo e coeso che con la collaborazione si impegna tutti i giorni a dare valore ai nostri clienti. Crediamo nell'impatto che ciascuno può avere sui nostri clienti e per questo non smettiamo mai di investire nella formazione per affinare le competenze dei nostri team affinchè possano guidare al meglio i nostri clienti verso gli obiettivi più ambiziosi possibili. Le qualità principali che cerchiamo in te sono: * consolidata esperienza di, Employment Transparency Avanade® Is An Equal Opportunity Employer. Avanade prohibits discrimination and harassment against any employee or applicant for employment because of race, color, age, religion, sex, national origin, gender identity or expression, sexual orientation, disability, veteran, military or marital status, genetic information or any other protected status.

   The EEO is the Law poster is available here

   and poster supplement is available here

   The Pay Transparency Policy is available here

   Avanade is committed to working with and providing reasonable accommodations to individuals with disabilities. If you need a reasonable accommodation due to a disability for any part of the employment process, please send an e-mail to Avanade at careers@avanade.com or call (206) 239-5610 and let us know the nature of your request and your contact information.",Web Developer
"Le risorse saranno inserite con il ruolo di R&D Software Developer per prodotti, sistemi e servizi di identità digitale e sicurezza informatica.",Software Engineer
"La risorsa verrà inserita nel Team dell'Ufficio tecnico Automazione coordinato dal Responsabile e si occuperà dello sviluppo e programmazione software, attraverso la scrittura di codici per le macchine ad automazione robotica di produzione aziendale e robot antropomorfi commerciali (Kuka e Fanuc). Tra le sue mansioni avrà il compito di utilizzare e sviluppare sistemi di visione industriale.
   E' richiesto il possesso di laurea in Ingegneria dell'automazione / Ingegneria informatica/ informatica / Ingegneria elettronica.",Programmer
"Westhouse &#232; una societ&#224; leader che opera nel campo della ricerca &amp; selezione del personale, gestione di progetti ed &#232; autorizzata a tempo indeterminato per la somministrazione di lavoro con Autorizzazione Ministeriale Prot. n. # del 03/08/2018.<br><br>Stiamo selezionando per un nostro Cliente, Societ&#224; di Consulenza IT, un<br><br>Software Engineer - Neolaureato<br><br>Il candidato lavorer&#224; in un ambiente dinamico con un team di ingegneri professionisti che, nella fase iniziale, lo affiancher&#224; nella realizzazione dei progetti. Lo scopo &#232; renderlo indipendente nella ricerca e nello sviluppo di nuovi software e l'implementazione di quelli esistenti, con grandi opportunit&#224; di crescita.<br><br>Responsabilit&#224; del ruolo:<br><br>&#8226; Realizzazione di applicazioni Windows in C# per la gestione di macchine di marcatura<br><br>laser<br><br>&#8226; Testing del software in sede e presso il cliente<br><br>&#8226; Realizzazione del manuale d&#8217;uso dell&#8217;applicazione<br><br>&#8226; Help desk successivi all&#8217;installazione del software<br>Requisiti<br>&#8226; Laurea in informatica o ingegneria informatica, o laureati in matematica con indirizzo<br><br>informatico.<br><br>NOTA: Non sono ben accetti candidati con inferiore a 100, e/o che comunque si siano<br><br>laureati in pi&#249; di 6 anni<br><br>&#8226; Buona conoscenza dell&#8217;inglese scritto<br><br>&#8226; Buona conoscenza del C#<br><br>&#8226; SQL<br><br>&#8226; Buone doti Matematiche<br><br>Competenze addizionali gradite:<br><br>&#8226; Inglese parlato<br><br>&#8226; C++<br><br>&#8226; Sarebbe estremamente gradito che abbia realizzato piccoli progetti con Arduino o<br><br>Raspberry, o schede similare.<br><br>Sede di lavoro: Torre Annunziata (NA)<br>I candidati ambosessi (D.lgs n. 198/2006) sono invitati a leggere l&#8217;informativa privacy ai sensi degli artt. 13 e 14 del Reg. EU 679/2016 al seguente indirizzo: westhouse.it/privacy-professionista/.<br><br>Si comunica inoltre che i curricula potranno essere considerati per altre posizioni vacanti e potrebbero essere gestiti e comunicati anche attraverso l&#8217;uso di tools propri e/o dell&#8217;azienda cliente.<br><br>",Software Engineer
"Si cerca programmatore web con conoscenza e capacità di progettazione e gestione database., * skill nello sviluppo di web application che si occupino di interrogazione e pubblicazione dati su device mobili da Access / Mysql / Sql Server.",Programmer
"In Itconsulting siamo alla ricerca di un Software Tester, esperto ed appassionato, che si unisca al nostro team. Se sei preciso, hai una buona capacità di analisi e attenzione ai dettagli, sei la persona che fa per noi. Ti occuperai di progettare i casi di test e di eseguirli. Lavorerai in autonomia all'interno di un team composto da sviluppatori, analisti, tester di differenti seniority., Con noi puoi lavorare su tecnologie innovative. Poniamo grande attenzione alla guida del tuo percorso professionale, in modo da dare una direzione strategica alla tua carriera. Abbiamo un team HR dedicato alla crescita e al supporto dei nostri dipendenti. Ci impegniamo perché sia possibile lavorare in modo sereno, per dare il massimo sui progetti, avendo l'opportunità di esprimere il proprio talento ed esplorare la propria creatività applicata alle nuove tecnologie. Siamo un gruppo di persone entusiaste, competenti, curiose e ambiziose.",Software Engineer
"Lavoriamo su tutti i touch point della customer experience digitale, ridefinendo il concetto di audience con un'impostazione data driven. Studiamo i dati con un approccio scientifico e lavoriamo con passione per convertirli nei messaggi più adatti a rendere rilevante la comunicazione digitale dei nostri clienti, lungo tutto il customer journey. Per noi la tecnologia e i dati sono al centro di tutto questo: il nostro team di sviluppo vive i progetti come un'opportunità per creare nuove soluzioni che aprano nuove rotte. Come nostro Developer, sarai parte di tutto questo.

   Cosa possiamo offrirti? Sicuramente un team eccezionale e un ambiente unico, formazione, sfide per metterti alla prova e per dare spazio alle tue ambizioni. Parte fondante di questo processo è il poter utilizzare, e proporre, tecnologie all'avanguardia, architetture e soluzioni innovative in un confronto continuo con colleghi di maggior esperienza e diverso background professionale (media specialist, content expert, data scientist, ecc).",Programmer
"ANNUNCIO NON RIVOLTO AI FREELANCE Agenzia Web impegnata in progetti di vario genere cerca un junior Developer da integrare all'interno del proprio team. La persona, rispondendo direttamente alla Proprietà operando in team, si occuperà di attività di analisi e di sviluppo applicazioni e siti web per clienti dell'azienda. Requisiti minimi - Ottima conoscenza dei linguaggi HTML, JS e CSS - Buona conoscenza di Ajax, JQuery - Buona conoscenza dei framework Bootstrap e NodeJS - Conoscenza di APIs / RESTful Web Services - Conoscenza del linguaggio PHP - Conoscenza di database MySQL - Buona capacità di analisi e Problem Solving - 2 anni di esperienze lavorative pregresse - Buona esperienza in CMS e piattaforme di ecommerce Requisiti preferenziali - Laurea triennale in Ingegneria Informatica o Scienze Informatiche Il lavoro di sviluppo avverrà presso la sede di Casoria in modalità full-time. Contratto di lavoro: Tempo pieno, Tempo determinato, Tempo indeterminato Stipendio:
   €1.200,00 - €1.300,00 al mese Disponibilità: Dal lunedì al venerdì Retribuzione supplementare: Quattordicesima Tredicesima Esperienza: full stack developer: 2 anni (Obbligatorio) Smart working: No Precauzioni contro il COVID-19: Colloqui da remoto Dispositivi di protezione individuale forniti o richiesti Misurazione della temperatura Predisposizione di linee guida sul distanziamento sociale Predisposizione di procedure di sanificazione, di disinfezione o di pulizia Contratto di lavoro: Tempo pieno, Tempo indeterminato",Web Developer
"Il candidato ideale è un'entusiasta e talentuoso sviluppatore web che si occuperà di creare nuove funzionalità ed integrazioni per i nostri progetti software., Entrai a far parte di un team con colleghi motivati ed esperti che possono supportarti nella tua crescita professionale grazie al coaching su una varietà di tecnologie differenti.

   Qui avrai la possibilità di espandere le tue capacità di programmatore e acquisire esperienza nel processo di sviluppo software.",Web Developer
"Stiamo cercando sviluppatori curiosi e ambiziosi. Non è richiesta esperienza pregressa, ma tanta voglia di imparare e mettersi in gioco. Proponiamo uno stage contrattualizzato di 3 mesi con retribuzione di 500€/mese, durante i quali entrerai in contatto con le più moderne tecnologie e pratiche per lo sviluppo web e di applicazioni mobile. Lo stage è finalizzato ad individuare una persona per una collaborazione a lungo termine. I candidati saranno sottoposti ad un test attitudinale e ad un colloquio per valutare la possibilità di una collaborazione. Imparerai a lavorare con JavaScript, React js, e Vue js, con Docker, PHP e a configurare un server da linea di comando. Se queste tecnologie ti interessano ed hai voglia di imparare e darti da fare, fatti avanti!",Web Developer
